,F1_name,F1_value,F2_name,F2_value,F3_name,F3_value,F4_name,F4_value,F5_name,F5_value,label,code,date,title,url
0,운전자,9.28632789695242,부활,7.690297531744237,만나,7.001827865695994,할까,6.9522962862860345,시동,6.534331251073818,,003620,2020.06.20,쌍용차 매각 시동···새 운전자 만나 부활할까,https://finance.naver.com/item/news_read.nhn?article_id=0003756358&office_id=011&code=003620&page=1&sm=
0,찾을까,9.28632789695242,상처,9.28632789695242,매물,7.763327876114802,주인,7.245398320212399,입은,7.143780535416007,,003620,2020.06.20,"10년만에 다시 매물로, 상처입은 쌍용차는 새 주인을 찾을까",https://finance.naver.com/item/news_read.nhn?article_id=0004427853&office_id=008&code=003620&page=1&sm=
0,로스차일드,8.80587488303422,만난,7.001827865695994,다시,6.248938489989633,추진,5.613814152617853,매각,5.353879869907361,,003620,2020.06.19,쌍용차 매각 추진…다시 만난 삼성증권·로스차일드,https://finance.naver.com/item/news_read.nhn?article_id=0004668736&office_id=018&code=003620&page=1&sm=
0,9년,7.690297531744237,찾기,7.508440481548913,주인,7.245398320212399,나선,6.351468911100304,새,5.92859327586875,,003620,2020.06.19,9년 만에 새 주인 찾기 나선 쌍용차,https://finance.naver.com/item/news_read.nhn?article_id=0004364100&office_id=015&code=003620&page=1&sm=
0,지리,9.28632789695242,BYD,8.325421869116017,입질,8.04437487261541,시그널,5.861042384385362,본격,5.373202296850119,,003620,2020.06.19,"[시그널]쌍용차 매각 본격화···BYD, 지리車 입질",https://finance.naver.com/item/news_read.nhn?article_id=0003756272&office_id=011&code=003620&page=1&sm=
0,로스차일드,8.80587488303422,린다,8.325421869116017,관사,7.937525763511747,팔,7.563921858697209,다시,6.248938489989633,,003620,2020.06.19,쌍용차 10년만에 다시 팔린다…매각 주관사에 로스차일드·삼성증권,https://finance.naver.com/item/news_read.nhn?article_id=0001688776&office_id=016&code=003620&page=1&sm=
0,관사,7.937525763511747,찾기,7.508440481548913,새,7.3224940555950395,주인,7.245398320212399,/,6.05238516585707,,003620,2020.06.19,"[단독/시그널] 삼성증권, 쌍용차 매각 주관사로···새주인찾기 본격화",https://finance.naver.com/item/news_read.nhn?article_id=0003756086&office_id=011&code=003620&page=1&sm=
0,비야디,9.28632789695242,삼아,8.325421869116017,발판,7.937525763511747,순위,7.001827865695994,"""···",6.783430326569674,,003620,2020.06.19,"""쌍용차 발판삼아 국내시장 진출""···中 비야디 인수 1순위",https://finance.naver.com/item/news_read.nhn?article_id=0003756268&office_id=011&code=003620&page=1&sm=
0,30.0%,8.524827886533611,장마,7.763327876114802,fnRASSI,5.5899689006814945,감,5.550908021594804,종목,5.478827844858374,,003620,2020.06.19,"[fnRASSI]장마감, 거래소 상승 종목(쌍용차 30.0% ↑)",https://finance.naver.com/item/news_read.nhn?article_id=0004446467&office_id=014&code=003620&page=1&sm=
0,6만,7.40925053524363,조립,7.364515841279615,티볼리,5.95643425444492,업체,5.8862505144060115,수출,5.755609306786556,,003620,2020.06.19,"쌍용차, 中업체와 ‘티볼리’ 조립계약…6만대 수출",https://finance.naver.com/item/news_read.nhn?article_id=0001688616&office_id=016&code=003620&page=1&sm=
0,6만,7.40925053524363,조립,7.364515841279615,티볼리,5.95643425444492,업체,5.8862505144060115,수출,5.755609306786556,,003620,2020.06.19,"쌍용차, 中업체와 '티볼리' 조립계약…6만대 수출",https://finance.naver.com/item/news_read.nhn?article_id=0001688555&office_id=016&code=003620&page=1&sm=
0,효림,9.28632789695242,정공,9.28632789695242,티볼,8.524827886533611,송과모터스,8.325421869116017,중동,7.844968855197816,,003620,2020.06.19,"쌍용차, 中 송과모터스·효림정공 손잡고 중동·아프리카에 '반조립 티볼...",https://finance.naver.com/item/news_read.nhn?article_id=0003755948&office_id=011&code=003620&page=1&sm=
0,중국,9.29800220412806,KD,8.524827886533611,송과모터스,8.325421869116017,활,8.17075054566244,찾기,7.508440481548913,,003620,2020.06.19,"""중국서 활로찾기""…쌍용차, 중국 송과모터스와 KD 판매 계약 체결",https://finance.naver.com/item/news_read.nhn?article_id=0004668170&office_id=018&code=003620&page=1&sm=
0,송과모터스,8.325421869116017,조립,7.364515841279615,반,6.663327521497807,中,5.09405225105648,기술,4.931229589845397,,003620,2020.06.19,"쌍용차, 中송과모터스와 반조립부품 판매·기술협력 계약",https://finance.naver.com/item/news_read.nhn?article_id=0004598503&office_id=009&code=003620&page=1&sm=
0,송과,9.28632789695242,KD,8.524827886533611,티볼리,5.95643425444492,수출,5.755609306786556,체결,5.34913226791841,,003620,2020.06.19,쌍용차 中 송과와 티볼리 KD수출 계약 체결,https://finance.naver.com/item/news_read.nhn?article_id=0004427461&office_id=008&code=003620&page=1&sm=
0,본계약,9.28632789695242,KD,8.524827886533611,송과모터스,8.325421869116017,및,6.391053447990781,중국,5.866386239357385,,003620,2020.06.19,"쌍용차, 중국 송과모터스와 KD 판매 및 기술협력 기본계약 체결",https://finance.naver.com/item/news_read.nhn?article_id=0004701829&office_id=277&code=003620&page=1&sm=
0,대량,5.69070605115722,전일,5.664116323747601,매수,5.065723609233454,순,5.054807680002537,외국인,4.817396016124371,,003620,2020.06.19,"'쌍용차' 5% 이상 상승, 전일 외국인 대량 순매수",https://finance.naver.com/item/news_read.nhn?article_id=0004363615&office_id=015&code=003620&page=1&sm=
0,입력,9.28632789695242,번호,8.524827886533611,주유소,7.364515841279615,젠,6.586324052944268,하면,6.574720180454259,,096770,2020.06.21,“이젠 주유소서 車번호만 입력하면 주문완료”…SK에너지 서비스 출시,https://finance.naver.com/item/news_read.nhn?article_id=0001689041&office_id=016&code=096770&page=1&sm=
0,아끼고,9.28632789695242,열교환기,8.80587488303422,높이,7.844968855197816,은,7.497162666529225,물,6.534331251073818,,096770,2020.06.20,[현장클릭]“시간·물은 아끼고 안전은 높이고”..SK에너지의 열교환기 ...,https://finance.naver.com/item/news_read.nhn?article_id=0004668848&office_id=018&code=096770&page=1&sm=
0,힌트,8.80587488303422,올라탈까,8.80587488303422,알짜,7.937525763511747,리포트,7.364515841279615,보는,7.209844517826036,,035420,2020.06.20,"[다시보는 리포트]""네이버·카카오 올라탈까""…알짜 자회사에 '힌트'",https://finance.naver.com/item/news_read.nhn?article_id=0004668864&office_id=018&code=035420&page=1&sm=
0,작,8.04437487261541,애니,7.763327876114802,세포,7.763327876114802,유미,7.457072749593546,인기,6.764945306294197,,035420,2020.06.19,"네이버웹툰, '유미의 세포들' 포함 인기작 3편 애니로 제작",https://finance.naver.com/item/news_read.nhn?article_id=0004668354&office_id=018&code=035420&page=1&sm=
0,애니메이션,8.17075054566244,세포,7.763327876114802,유미,7.457072749593546,나온다,6.764945306294197,네이버웹툰,5.997391570229133,,035420,2020.06.19,네이버웹툰 '유미의세포들' 애니메이션으로 나온다,https://finance.naver.com/item/news_read.nhn?article_id=0004446340&office_id=014&code=035420&page=1&sm=
0,맥락,9.28632789695242,악성댓글,8.524827886533611,문장,8.17075054566244,막는다,8.04437487261541,분석,6.186151355484375,,035420,2020.06.19,"네이버, AI로 문장 맥락 분석해 악성댓글 막는다",https://finance.naver.com/item/news_read.nhn?article_id=0004702078&office_id=277&code=035420&page=1&sm=
0,모범,8.80587488303422,시민,7.40925053524363,기념,6.9522962862860345,활성화,6.496166721757143,및,6.391053447990781,,034730,2020.06.21,"“지역경제 활성화 및 한국전쟁 기념” 포스코·SK, ‘글로벌 모범시민 ...",https://finance.naver.com/item/news_read.nhn?article_id=0004599372&office_id=009&code=034730&page=1&sm=
0,HOT,8.80587488303422,사자,7.0551731943724585,개인,6.087370122759543,팜,5.912410116340729,상장,5.844700773133574,,034730,2020.06.20,"[주간HOT종목]SK바이오팜 상장 기대에 개인은 ""SK 사자""",https://finance.naver.com/item/news_read.nhn?article_id=0004702456&office_id=277&code=034730&page=1&sm=
0,대세,7.508440481548913,헬,6.021930316150864,스케,5.997391570229133,추천,5.878541715899957,證,5.759874841358982,,034730,2020.06.20,[SK證 주간추천주]‘기술·바이오주가 대세’ 삼성SDI·셀트리온헬스케어,https://finance.naver.com/item/news_read.nhn?article_id=0004668853&office_id=018&code=034730&page=1&sm=
0,5.02%,8.524827886533611,0,6.862733538915401,19일,6.764945306294197,KODEX,6.060448401802957,200,6.009552358998531,,034730,2020.06.19,"19일, 외국인 거래소에서 SK(-5.02%), KODEX 200(+0...",https://finance.naver.com/item/news_read.nhn?article_id=0004364152&office_id=015&code=034730&page=1&sm=
0,5.02%,8.524827886533611,(-,8.330429369700687,0.93%,8.325421869116017,19일,6.764945306294197,...,6.080541031258029,,034730,2020.06.19,"19일, 기관 거래소에서 SK하이닉스(-0.93%), SK(-5.02%...",https://finance.naver.com/item/news_read.nhn?article_id=0004364153&office_id=015&code=034730&page=1&sm=
0,확대경,9.28632789695242,오프,9.28632789695242,병행,8.04437487261541,온,6.9287975213254285,회의,5.939595843082477,,034730,2020.06.19,코로나19에...SK 확대경영회의 '온·오프' 병행 실시,https://finance.naver.com/item/news_read.nhn?article_id=0004427679&office_id=008&code=034730&page=1&sm=
0,최태,9.28632789695242,정의선,7.690297531744237,구광모,6.9522962862860345,동,5.813220170035447,회,5.446083285042332,,034730,2020.06.19,"현대차 정의선, 이재용 이어 LG 구광모와 '배터리 회동'… SK 최태...",https://finance.naver.com/item/news_read.nhn?article_id=0000541879&office_id=366&code=034730&page=1&sm=
